School Name,Rank in America,District,State,School Grade Level,Rating,User Reviews,Overall Niche Grade,School Strength,Student Teacher Ratio,Extracted Date
Joe Baca Middle School,nan,Colton Joint Unified School District,CA,7-8,nan,nan,C,894,24:1,2019-03-19 00:43:04.552288
Keiller Leadership Academy,nan,San Diego Unified School District,CA,K-8,5.0,1,C,556,22:1,2019-03-19 00:43:04.552299
Highland Elementary School,nan,Inglewood Unified School District,CA,K-6,1.0,1,C,708,26:1,2019-03-19 00:43:04.552305
Tres Pinos Elementary School,nan,Tres Pinos,CA,K-8,3.0,6,C,135,20:1,2019-03-19 00:43:04.552312
Ada Givens Elementary School,nan,Merced City Elementary School District,CA,K-6,nan,nan,C,482,21:1,2019-03-19 00:43:04.552318
Denair Middle School,nan,Denair Unified School District,CA,6-8,nan,nan,C,238,22:1,2019-03-19 00:43:04.552325
Vallejo Charter School,nan,Vallejo City Unified School District,CA,K-8,3.5,22,C,514,26:1,2019-03-19 00:43:04.552331
Edison Middle School,nan,Edison Elementary School District,CA,5-8,5.0,1,C,480,20:1,2019-03-19 00:43:04.552338
Lucille Roybal-Allard Elementary School,nan,Los Angeles Unified School District,CA,K-6,2.0,4,C,594,24:1,2019-03-19 00:43:04.552345
Glen View Elementary School,nan,Gilroy Unified School District,CA,K-5,5.0,1,C,604,25:1,2019-03-19 00:43:04.552352
Hillview Junior High School,nan,Pittsburg Unified School District,CA,6-8,nan,nan,C,923,24:1,2019-03-19 00:43:04.552358
Empire Gardens Elementary School,nan,San Jose Unified School District,CA,K-5,nan,nan,C,394,23:1,2019-03-19 00:43:04.552364
Delta High School,nan,Santa Maria Joint Union High School District,CA,9-12,4.5,7,C,372,27:1,2019-03-19 00:43:04.552370
American Lakes Elementary School,nan,Natomas Unified School District,CA,K-5,nan,nan,C,469,25:1,2019-03-19 00:43:04.552377
Jack Franscioni Elementary School,nan,Soledad Unified School District,CA,K-6,nan,nan,C,551,24:1,2019-03-19 00:43:04.552383
Rivera Elementary School,nan,El Rancho Unified School District,CA,K-5,nan,nan,C,681,27:1,2019-03-19 00:43:04.552389
Roosevelt Elementary School,nan,Taft City School District,CA,2-5,nan,nan,C,449,24:1,2019-03-19 00:43:04.552395
Holly Drive Leadership Academy,nan,San Diego Unified School District,CA,K-8,5.0,2,C,142,20:1,2019-03-19 00:43:04.552401
Madison Elementary School,nan,Santa Ana Unified School District,CA,K-6,nan,nan,C,"1,098",26:1,2019-03-19 00:43:04.552407
Bowling Green Elementary School,nan,Sacramento City Unified School District,CA,K-6,nan,nan,C,877,25:1,2019-03-19 00:43:04.552414
Ninety-Second Street Elementary School,nan,Los Angeles Unified School District,CA,K-6,nan,nan,C,880,26:1,2019-03-19 00:43:04.552420
Youth Opportunities Unlimited,nan,Los Angeles Unified School District,CA,9-12,5.0,12,C,264,16:1,2019-03-19 00:43:04.552426
Engineering & Technology Academy at Esteban Torres High School,nan,Los Angeles Unified School District,CA,9-12,3.5,50,C,413,19:1,2019-03-19 00:43:04.552432
Jane Frederick High School,nan,Stockton Unified School District,CA,9-12,5.0,1,C,235,21:1,2019-03-19 00:43:04.552447
O S Hubbard Elementary School,nan,Alum Rock Union Elementary School District,CA,K-5,nan,nan,C,525,24:1,2019-03-19 00:43:04.552453
Bret Harte Elementary,nan,San Francisco Unified School District,CA,K-5,nan,nan,C,178,15:1,2019-03-19 00:43:04.552460
Earl F Johnson High School,nan,Hanford Joint Union High School District,CA,9-12,nan,nan,C,116,29:1,2019-03-19 00:43:04.552466
Horton Elementary School,nan,San Diego Unified School District,CA,K-5,nan,nan,C,436,21:1,2019-03-19 00:43:04.552472
Madison (James) Elementary School,nan,Anaheim City School District,CA,K-6,5.0,2,C,626,28:1,2019-03-19 00:43:04.552478
Valley View High School,nan,Chaffey Joint Union High School District,CA,9-12,3.0,14,C,449,18:1,2019-03-19 00:43:04.552485
Thomas B Moffitt Elementary School,nan,Norwalk-La Mirada Unified School District,CA,K-5,nan,nan,C,458,27:1,2019-03-19 00:43:04.552491
Northridge Elementary School,nan,San Juan Unified School District,CA,K-6,nan,nan,C,415,26:1,2019-03-19 00:43:04.552498
Andrew Jackson Elementary School,nan,Desert Sands Unified School District,CA,K-5,nan,nan,C,642,25:1,2019-03-19 00:43:04.552505
Luis Valdez Leadership Academy,nan,East Side Union High School District,CA,9-12,4.0,12,C,193,18:1,2019-03-19 00:43:04.552511
Maywood Academy High School,nan,Los Angeles Unified School District,CA,9-12,3.5,141,C,"1,377",28:1,2019-03-19 00:43:04.552517
Pacific Career & Technology High School,nan,Twin Rivers Unified School District,CA,9-12,3.0,14,C,111,13:1,2019-03-19 00:43:04.552524
Mesquite Elementary School,nan,Palmdale Elementary School District,CA,K-6,nan,nan,C,885,29:1,2019-03-19 00:43:04.552531
Meridian Elementary School,nan,Meridian Elementary School District,CA,K-8,nan,nan,C,74,19:1,2019-03-19 00:43:04.552537
Valley Springs Elementary School,nan,Calaveras Unified School District,CA,K-6,nan,nan,C,493,26:1,2019-03-19 00:43:04.552543
Gilbert High School,nan,Anaheim Union High School District,CA,9-12,3.5,6,C,735,21:1,2019-03-19 00:43:04.552550
La Vista High School,nan,Fullerton Joint Union High School District,CA,9-12,4.0,5,C,529,29:1,2019-03-19 00:43:04.552556
Manual Arts Senior High School,nan,Los Angeles Unified School District,CA,9-12,3.5,395,C,"1,553",20:1,2019-03-19 00:43:04.552562
Apollo High School,nan,Simi Valley Unified School District,CA,9-12,5.0,2,C,199,11:1,2019-03-19 00:43:04.552569
Carson-Gore Academy of Enviornmental Studies,nan,Los Angeles Unified School District,CA,K-5,5.0,1,C,646,23:1,2019-03-19 00:43:04.552575
Jacob Wiens Elementary School,nan,Hemet Unified School District,CA,K-5,nan,nan,C,797,25:1,2019-03-19 00:43:04.552582
Sassarini Elementary School,nan,Sonoma Valley Unified School District,CA,K-5,nan,nan,C,375,22:1,2019-03-19 00:43:04.552588
West Boron Elementary School,nan,Muroc Joint Unified School District,CA,K-6,nan,nan,C,320,21:1,2019-03-19 00:43:04.552594
John Cabrillo Elementary School,nan,Sacramento City Unified School District,CA,K-6,nan,nan,C,384,25:1,2019-03-19 00:43:04.552601
Arroyo Elementary School,nan,Ontario-Montclair Elementary School District,CA,K-5,nan,nan,C,373,22:1,2019-03-19 00:43:04.552607
Monterey High School,nan,Burbank Unified School District,CA,9-12,nan,nan,C,176,19:1,2019-03-19 00:43:04.552614
New River Elementary School,nan,Norwalk-La Mirada Unified School District,CA,K-5,nan,nan,C,443,28:1,2019-03-19 00:43:04.552620
Caliber: Beta Academy,nan,Richmond,CA,K-8,nan,nan,C,608,25:1,2019-03-19 00:43:04.552626
Jack London Elementary School,nan,Piner-Olivet Union Elementary School District,CA,K-6,nan,nan,C,331,24:1,2019-03-19 00:43:04.552632
Aspire Apex Academy,nan,Stockton Unified School District,CA,K-5,nan,nan,C,302,21:1,2019-03-19 00:43:04.552638
Edward R Roybal Learning Center,nan,Los Angeles Unified School District,CA,9-12,3.5,239,C,"1,107",20:1,2019-03-19 00:43:04.552644
Towngate Elementary School,nan,Moreno Valley Unified School District,CA,K-5,1.0,1,C,796,26:1,2019-03-19 00:43:04.552651
Ascot Avenue Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,867,22:1,2019-03-19 00:43:04.552676
Woodrow Wilson Elementary School,nan,Selma Unified School District,CA,K-6,nan,nan,C,423,26:1,2019-03-19 00:43:04.552684
Roosevelt Elementary School,nan,Pomona Unified School District,CA,K-5,nan,nan,C,631,26:1,2019-03-19 00:43:04.552691
Albion Street Elementary School,nan,Los Angeles Unified School District,CA,K-6,nan,nan,C,262,22:1,2019-03-19 00:43:04.552697
Ingenium Charter School,nan,Canoga Park,CA,K-6,nan,nan,C,466,31:1,2019-03-19 00:43:04.552703
Montebello High School,nan,Montebello Unified School District,CA,9-12,3.5,655,C,"2,734",27:1,2019-03-19 00:43:04.552709
Thomas A Edison Elementary School,nan,Santa Ana Unified School District,CA,K-5,nan,nan,C,587,27:1,2019-03-19 00:43:04.552716
Esplanade Elementary School,nan,Orange Unified School District,CA,K-6,nan,nan,C,354,25:1,2019-03-19 00:43:04.552738
Broadway High School,nan,San Jose Unified School District,CA,9-12,5.0,2,C,234,12:1,2019-03-19 00:43:04.552744
Thomas Jefferson Middle School,nan,Madera Unified School District,CA,7-8,nan,nan,C,813,23:1,2019-03-19 00:43:04.552750
Vista Academy of Visual & Performing Arts,nan,Vista Unified School District,CA,K-5,3.5,6,C,604,24:1,2019-03-19 00:43:04.552756
Century High School,nan,Santa Ana Unified School District,CA,9-12,3.5,207,C,"1,883",20:1,2019-03-19 00:43:04.552762
Hueneme Elementary School,nan,Hueneme Elementary School District,CA,K-6,nan,nan,C,406,23:1,2019-03-19 00:43:04.552769
Edwin and Anita Lee Newcomer School,nan,San Francisco Unified School District,CA,K-5,nan,nan,C,77,15:1,2019-03-19 00:43:04.552774
Alliance College-Ready Middle Academy #12,nan,Los Angeles Unified School District,CA,6-8,4.0,3,C,419,25:1,2019-03-19 00:43:04.552781
Kerman-Floyd Elementary School,nan,Kerman Unified School District,CA,K-6,nan,nan,C,731,28:1,2019-03-19 00:43:04.552787
Hoffer Elementary School,nan,Banning Unified School District,CA,K-5,5.0,1,C,535,24:1,2019-03-19 00:43:04.552806
Fremont High School,nan,Oakland Unified School District,CA,9-12,4.5,12,C,773,19:1,2019-03-19 00:43:04.552814
Rancho De La Nacion,nan,National Elementary School District,CA,K-6,nan,nan,C,441,22:1,2019-03-19 00:43:04.552820
Cesar Chavez Elementary School,nan,Los Angeles Unified School District,CA,K-6,nan,nan,C,339,21:1,2019-03-19 00:43:04.552826
Cesar E Chavez High School,nan,Santa Ana Unified School District,CA,9-12,4.0,16,C,281,21:1,2019-03-19 00:43:04.552832
Hamilton Elementary School,nan,Hamilton Unified School District,CA,K-8,nan,nan,C,415,23:1,2019-03-19 00:43:04.552839
Live Oak Elementary School,nan,Lodi Unified School District,CA,K-6,nan,nan,C,319,23:1,2019-03-19 00:43:04.552844
Cohasset Street Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,571,23:1,2019-03-19 00:43:04.552851
Kern County Community,nan,Bakersfield,CA,K-12,4.0,9,C,970,19:1,2019-03-19 00:43:04.552857
McKinley Elementary School,nan,Santa Barbara Unified School District,CA,K-6,nan,nan,C,423,26:1,2019-03-19 00:43:04.552864
Perris High School,nan,Perris Union High School District,CA,9-12,3.5,323,C,"2,428",27:1,2019-03-19 00:43:04.552870
Rancho San Justo,nan,Hollister School District,CA,6-8,nan,nan,C,870,20:1,2019-03-19 00:43:04.552876
San Joaquin County Community,nan,Stockton,CA,K-12,4.0,21,C,965,20:1,2019-03-19 00:43:04.552882
Mark Twain Middle School,nan,Los Angeles Unified School District,CA,6-8,nan,nan,C,587,23:1,2019-03-19 00:43:04.552888
Juniper,nan,Redding Elementary School District,CA,K-8,nan,nan,C,230,21:1,2019-03-19 00:43:04.552894
Susan B Anthony Elementary School,nan,Fresno Unified School District,CA,K-6,nan,nan,C,454,22:1,2019-03-19 00:43:04.552900
Willow Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,559,24:1,2019-03-19 00:43:04.552906
Estudillo Elementary School,nan,San Jacinto Unified School District,CA,K-5,nan,nan,C,727,27:1,2019-03-19 00:43:04.552912
Del Rey Elementary School,nan,San Lorenzo Unified School District,CA,K-5,nan,nan,C,524,22:1,2019-03-19 00:43:04.552918
New Lexington Elementary School,nan,El Monte City Elementary School District,CA,K-6,nan,nan,C,362,23:1,2019-03-19 00:43:04.552924
Hawaiian Avenue Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,686,23:1,2019-03-19 00:43:04.552930
Banta Elementary School,nan,Banta Elementary School District,CA,K-8,nan,nan,C,351,22:1,2019-03-19 00:43:04.552936
Sun Terrace Elementary School,nan,Mt. Diablo Unified School District,CA,K-5,nan,nan,C,554,24:1,2019-03-19 00:43:04.552942
Maryland Elementary School,nan,Vista Unified School District,CA,K-5,nan,nan,C,628,26:1,2019-03-19 00:43:04.552948
Bridge Street Elementary School,nan,Yuba City Unified School District,CA,K-5,nan,nan,C,520,23:1,2019-03-19 00:43:04.552954
Oakdale Heights Elementary School,nan,Oroville City Elementary School District,CA,K-6,nan,nan,C,418,22:1,2019-03-19 00:43:04.552975
Magnolia Science Academy 5,nan,Los Angeles Unified School District,CA,6-12,4.5,5,C,189,19:1,2019-03-19 00:43:04.552982
Christian Sorensen Elementary School,nan,Whittier City Elementary School District,CA,K-5,nan,nan,C,496,28:1,2019-03-19 00:43:04.552988
PUC Lakeview Charter Academy,nan,Los Angeles Unified School District,CA,6-8,4.5,6,C,351,25:1,2019-03-19 00:43:04.552994
Central Elementary School,nan,Tracy Joint Unified School District,CA,K-5,nan,nan,C,490,22:1,2019-03-19 00:43:04.553001
Mango Elementary School,nan,Fontana Unified School District,CA,K-5,nan,nan,C,623,26:1,2019-03-19 00:43:04.553007
Canyon Crest Elementary School,nan,Fontana Unified School District,CA,K-5,nan,nan,C,528,27:1,2019-03-19 00:43:04.553012
Gretchen Higgins Elementary School,nan,Dixon Unified School District,CA,K-6,nan,nan,C,465,26:1,2019-03-19 00:43:04.553019
Del Norte Elementary School,nan,Ontario-Montclair Elementary School District,CA,K-5,nan,nan,C,588,24:1,2019-03-19 00:43:04.553026
Success Academy,nan,Sacramento City Unified School District,CA,4-8,nan,nan,C,13,4:1,2019-03-19 00:43:04.553033
Options for Youth-San Bernardino,nan,San Bernardino City Unified School District,CA,7-12,4.0,59,C,499,15:1,2019-03-19 00:43:04.553039
Rio Rosales,nan,Rio Elementary School District,CA,K-5,4.0,1,C,539,23:1,2019-03-19 00:43:04.553046
Woodrow Wilson Senior High School,nan,Los Angeles Unified School District,CA,9-12,3.5,373,C,"1,543",21:1,2019-03-19 00:43:04.553052
Captain Raymond Collins,nan,Paramount Unified School District,CA,K-5,nan,nan,C,549,25:1,2019-03-19 00:43:04.553059
De Anza Elementary School,nan,Baldwin Park Unified School District,CA,K-6,nan,nan,C,529,23:1,2019-03-19 00:43:04.553065
Arrowview Middle School,nan,San Bernardino City Unified School District,CA,6-8,nan,nan,C,"1,113",25:1,2019-03-19 00:43:04.553071
Montara Avenue Elementary School,nan,Los Angeles Unified School District,CA,K-6,nan,nan,C,796,22:1,2019-03-19 00:43:04.553078
Ericson Elementary School,nan,Fresno Unified School District,CA,K-6,nan,nan,C,768,25:1,2019-03-19 00:43:04.553084
Lincoln Street School,nan,Red Bluff,CA,K-8,nan,nan,C,90,23:1,2019-03-19 00:43:04.553091
Cooper Middle School,nan,Fresno Unified School District,CA,6-8,4.0,1,C,587,24:1,2019-03-19 00:43:04.553096
Brockton Avenue Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,222,19:1,2019-03-19 00:43:04.553102
Oakwood Elementary School,nan,Lodi Unified School District,CA,K-6,nan,nan,C,487,20:1,2019-03-19 00:43:04.553109
Herbert Hoover Middle School,nan,Merced City Elementary School District,CA,7-8,nan,nan,C,610,25:1,2019-03-19 00:43:04.553114
Tranquillity High School,nan,Golden Plains Unified School District,CA,9-12,3.5,48,C,453,21:1,2019-03-19 00:43:04.553121
Desert Garden Elementary School,nan,El Centro Elementary School District,CA,K-6,nan,nan,C,361,28:1,2019-03-19 00:43:04.553127
Victoria Magathan Elementary School,nan,Adelanto Elementary School District,CA,K-6,3.0,2,C,689,28:1,2019-03-19 00:43:04.553133
Mission Middle School,nan,Escondido Union School District,CA,6-8,5.0,2,C,919,19:1,2019-03-19 00:43:04.553140
Aspire East Palo Alto Charter School,nan,Ravenswood City Elementary School District,CA,K-8,3.0,5,C,773,21:1,2019-03-19 00:43:04.553146
Washington Middle School,nan,Salinas Union High School District,CA,7-8,nan,nan,C,"1,239",33:1,2019-03-19 00:43:04.553171
Delta Sierra Middle School,nan,Lodi Unified School District,CA,7-8,nan,nan,C,596,19:1,2019-03-19 00:43:04.553179
Marina del Rey Middle School,nan,Los Angeles Unified School District,CA,6-8,5.0,2,C,666,21:1,2019-03-19 00:43:04.553185
Indian Springs High School,nan,San Bernardino City Unified School District,CA,9-12,3.5,129,C,"1,797",26:1,2019-03-19 00:43:04.553192
Victor F Hodge Elementary School,nan,Azusa Unified School District,CA,K-5,nan,nan,C,629,25:1,2019-03-19 00:43:04.553199
Lyndale Elementary School,nan,Alum Rock Union Elementary School District,CA,K-5,nan,nan,C,427,21:1,2019-03-19 00:43:04.553206
Wolters Elementary School,nan,Fresno Unified School District,CA,K-6,nan,nan,C,391,21:1,2019-03-19 00:43:04.553213
Mountain Shadows Middle School,nan,Nuview Union School District,CA,7-8,nan,nan,C,332,30:1,2019-03-19 00:43:04.553219
Andrew Jackson Elementary School,nan,Santa Ana Unified School District,CA,K-5,5.0,1,C,992,29:1,2019-03-19 00:43:04.553225
Wilson Alternative School,nan,Santa Clara Unified School District,CA,K-12,2.5,5,C,190,17:1,2019-03-19 00:43:04.553232
Alternatives In Action,nan,Alameda City Unified School District,CA,9-12,4.0,27,C,165,21:1,2019-03-19 00:43:04.553239
Eastin-Arcola Elementary School,nan,Madera Unified School District,CA,K-8,nan,nan,C,243,19:1,2019-03-19 00:43:04.553245
John Morse Therapeutic Center,nan,Sacramento City Unified School District,CA,3-8,nan,nan,C,56,8:1,2019-03-19 00:43:04.553252
El Camino High School,nan,Norwalk-La Mirada Unified School District,CA,9-12,3.5,37,C,304,17:1,2019-03-19 00:43:04.553258
Pioneer Elementary School,nan,Twin Rivers Unified School District,CA,K-8,nan,nan,C,638,27:1,2019-03-19 00:43:04.553274
West Adams Preparatory High School,nan,Los Angeles Unified School District,CA,9-12,3.5,126,C,"1,547",19:1,2019-03-19 00:43:04.553281
Richard L Graves Middle School,nan,South Whittier Elementary School District,CA,7-8,4.0,2,C,747,25:1,2019-03-19 00:43:04.553287
Gates Street Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,737,25:1,2019-03-19 00:43:04.553298
Kawana Elementary School,nan,Bellevue Union Elementary School District,CA,K-6,nan,nan,C,405,23:1,2019-03-19 00:43:04.553305
Mt Olive High School,nan,Duarte Unified School District,CA,9-12,5.0,1,C,60,13:1,2019-03-19 00:43:04.553311
Citrus Middle School,nan,Kings Canyon Joint Unified School District,CA,6-8,nan,nan,C,611,28:1,2019-03-19 00:43:04.553317
Park Avenue Elementary School,nan,Yuba City Unified School District,CA,K-5,nan,nan,C,565,24:1,2019-03-19 00:43:04.553324
Franklin Elementary School,nan,Oakland Unified School District,CA,K-5,nan,nan,C,750,24:1,2019-03-19 00:43:04.553330
Lorin A Eden Elementary School,nan,Hayward Unified School District,CA,K-6,2.0,1,C,491,25:1,2019-03-19 00:43:04.553336
Rio Vista Elementary School,nan,Mt. Diablo Unified School District,CA,K-5,nan,nan,C,544,30:1,2019-03-19 00:43:04.553342
Trinity Valley Elementary School,nan,Klamath-Trinity Joint Unified School District,CA,K-8,nan,nan,C,193,18:1,2019-03-19 00:43:04.553348
